,Genero,Artista,Titulo,longitud_cancion,diversidad_lexica,verbos_unicos,adjetivos_unicos,sustantivos_unicos
299,pop,Reik,Un Amor de Verdad,48.0,0.5833,0.1875,0.1042,0.2292
300,pop,Reik,Si Me Dices Que Sí (part. Farruko y Camilo),145.0,0.5517,0.1931,0.0414,0.1103
301,pop,Reik,Amigos Con Derechos (part. Maluma),121.0,0.5868,0.1736,0.0909,0.1983
302,pop,Reik,Me Duele Amarte,79.0,0.4177,0.2405,0.0,0.1266
303,pop,Reik,La Bella y La Bestia (part. Morat),100.0,0.4,0.2,0.02,0.09
304,pop,Reik,Qué Vida La Mía,105.0,0.419,0.1905,0.0286,0.1619
305,pop,Reik,Qué Gano Olvidándote,75.0,0.5067,0.2933,0.0533,0.0667
306,pop,Reik,Con La Cara En Alto,76.0,0.5526,0.25,0.0526,0.1711
307,pop,Reik,Perfecta (part. Maluma),106.0,0.7075,0.2642,0.1415,0.1887
308,pop,Reik,Voy a Olvidarte,71.0,0.6901,0.4085,0.0845,0.1408
309,pop,Reik,Ya Me Enteré (Urban Version) (part. Nicky Jam),126.0,0.4048,0.1984,0.0556,0.0952
310,pop,Reik,Te Hubieras Ido Antes,106.0,0.4717,0.2547,0.0283,0.1132
311,pop,Reik,Invierno,73.0,0.6301,0.1781,0.1233,0.2603
312,pop,Reik,Momentos,59.0,0.4746,0.2542,0.0169,0.1695
313,pop,Reik,Háblame de Ti,92.0,0.5978,0.1957,0.1196,0.1848
314,pop,Reik,Tu Mirada,84.0,0.5238,0.2976,0.0595,0.131
315,pop,Reik,Eres Tu,50.0,0.56,0.18,0.1,0.2
316,pop,Reik,Creo En Ti (Credo In Te) (Versión Italiano),123.0,0.4553,0.0081,0.0163,0.0488
317,pop,Reik,Creo En Ti (Finally) (Versión Inglés),189.0,0.5238,0.037,0.0265,0.0265
318,pop,Reik,Vámonos Lejos,59.0,0.4746,0.2542,0.0169,0.1356
319,pop,Reik,Aleluya (part. Manuel Turizo),92.0,0.5761,0.25,0.0761,0.1848
320,pop,Reik,De Que Sirve,73.0,0.4521,0.1781,0.0822,0.1781
321,pop,Reik,Creo En Ti (Creio Em Você) (Versión Portugués),108.0,0.6204,0.0556,0.0648,0.1204
322,pop,Reik,Fuerte No Soy,83.0,0.6747,0.3133,0.1446,0.1687
323,pop,Reik,A Mi Lado (part. Rusherking),131.0,0.5649,0.229,0.084,0.1527
324,pop,Reik,Poco (part. Christian Nodal),108.0,0.6574,0.2778,0.1481,0.1944
325,pop,Reik,Con La Falta Que Me Haces,43.0,0.6047,0.3256,0.0,0.093
326,pop,Reik,Lo Mejor Ya Va a Venir,81.0,0.6543,0.3086,0.0247,0.2716
327,pop,Reik,De Rodillas,56.0,0.5179,0.2857,0.0893,0.1429
328,pop,Reik,Estos Celos,66.0,0.4848,0.2121,0.0758,0.1364
329,pop,Reik,Me Niego (Versión Pop),110.0,0.5,0.2727,0.0364,0.1455
330,pop,Reik,Qué Gano Olvidándote (Versión Urbana) (part. Zion &amp; Lennox),131.0,0.5802,0.2595,0.0534,0.084
331,pop,Reik,Si No Te Hubieras Ido,64.0,0.4531,0.1719,0.0938,0.125
332,pop,Reik,Cuando Estás Conmigo,70.0,0.4429,0.1571,0.1,0.1571
333,pop,Reik,Duele (part. Wisin y Yandel),169.0,0.6391,0.3018,0.071,0.1834
334,pop,Reik,Es Mejor Así (part. Cristian Castro),47.0,0.617,0.2766,0.1064,0.1489
335,pop,Reik,Fui,39.0,0.6154,0.1538,0.1282,0.2821
336,pop,Reik,Vuelve,60.0,0.6,0.35,0.05,0.15
337,pop,Reik,Peligro,110.0,0.4364,0.1818,0.1182,0.1364
338,pop,Reik,Adicto a Ti,72.0,0.5694,0.25,0.0972,0.1667
339,pop,Julieta Venegas,Limón y Sal,85.0,0.4941,0.2235,0.0824,0.1059
340,pop,Julieta Venegas,Me Voy,59.0,0.5254,0.2542,0.0678,0.1525
341,pop,Julieta Venegas,Andar Conmigo,91.0,0.3516,0.1978,0.033,0.1209
342,pop,Julieta Venegas,Chau (part. No Te Va Gustar),74.0,0.7027,0.3649,0.027,0.1892
343,pop,Julieta Venegas,Eres Para Mí,77.0,0.6623,0.2727,0.1169,0.1688
344,pop,Julieta Venegas,Lento,66.0,0.4091,0.2121,0.0303,0.1212
345,pop,Julieta Venegas,Perfecta,135.0,0.4741,0.2074,0.0963,0.0963
346,pop,Julieta Venegas,Algo está cambiando,63.0,0.3968,0.2381,0.0317,0.0952
347,pop,Julieta Venegas,Eres Para Mi (version Mtv Unplugged Con Mala Rodriguez),139.0,0.6403,0.2374,0.0863,0.259
348,pop,Julieta Venegas,Ilusión,32.0,0.5,0.3125,0.0938,0.0938
349,pop,Julieta Venegas,Bien o Mal,47.0,0.766,0.383,0.1064,0.1915
350,pop,Julieta Venegas,Canciones de Amor,45.0,0.6667,0.3556,0.0444,0.1333
351,pop,Julieta Venegas,Nada Fue Un Error,104.0,0.3173,0.1538,0.0385,0.0769
352,pop,Julieta Venegas,El Presente,79.0,0.3924,0.1646,0.0759,0.0886
353,pop,Julieta Venegas,Sueños (part. Diego Torres),117.0,0.3932,0.1282,0.0427,0.1709
354,pop,Julieta Venegas,Tu Historia,70.0,0.5857,0.3286,0.0571,0.1714
355,pop,Julieta Venegas,Eres Para Mí (feat. Mala Rodriguez),116.0,0.75,0.3103,0.1034,0.2672
356,pop,Julieta Venegas,Sería Feliz,72.0,0.375,0.1944,0.0556,0.1111
357,pop,Julieta Venegas,Cuéntame,68.0,0.4706,0.2647,0.0441,0.1618
358,pop,Julieta Venegas,Despedida,56.0,0.6429,0.3393,0.0714,0.1964
359,pop,Julieta Venegas,Mi Principio,42.0,0.4762,0.1429,0.0714,0.1429
360,pop,Julieta Venegas,Perfecta (feat Miranda),101.0,0.5743,0.2673,0.0792,0.1287
361,pop,Julieta Venegas,Serenata Sin Luna,75.0,0.6533,0.28,0.04,0.2267
362,pop,Julieta Venegas,Algo Sucede,83.0,0.3253,0.1928,0.012,0.0843
363,pop,Julieta Venegas,Caminar Sola,85.0,0.5765,0.2588,0.1059,0.2
364,pop,Julieta Venegas,Dos Soledades,68.0,0.6765,0.2941,0.0294,0.25
365,pop,Julieta Venegas,Pa'bailar (con BajoFondo),72.0,0.3889,0.1944,0.0556,0.125
366,pop,Julieta Venegas,Adoro,69.0,0.4928,0.1739,0.0725,0.2174
367,pop,Julieta Venegas,Brillaremos,52.0,0.5385,0.2308,0.1154,0.1154
368,pop,Julieta Venegas,Dime La Verdad,84.0,0.369,0.1667,0.0714,0.131
369,pop,Julieta Venegas,Mira la vida,115.0,0.3043,0.1826,0.0174,0.1043
370,pop,Julieta Venegas,Mírame Bien,59.0,0.5763,0.322,0.0339,0.1356
371,pop,Julieta Venegas,Mujeres,96.0,0.6667,0.2083,0.1667,0.2292
372,pop,Julieta Venegas,Primer día,124.0,0.6371,0.2742,0.0726,0.1694
373,pop,Julieta Venegas,Simpre Quiero Más,60.0,0.4667,0.2333,0.0667,0.15
374,pop,Julieta Venegas,Te Encontré,79.0,0.4051,0.2785,0.0506,0.0633
375,pop,Julieta Venegas,Dulce Compañía,78.0,0.5128,0.2179,0.0897,0.1667
376,pop,Julieta Venegas,El Ladrón (feat. La Sonora Santanera),101.0,0.2871,0.1485,0.0396,0.0693
377,pop,Julieta Venegas,El Sol No Regresa,69.0,0.5942,0.1884,0.0725,0.3043
378,pop,Julieta Venegas,Explosión,86.0,0.5349,0.1977,0.0698,0.1744
379,pop,Julieta Venegas,No seré,40.0,0.625,0.325,0.1,0.1
380,pop,Julieta Venegas,Porque Te Vas?,51.0,0.6078,0.2745,0.0196,0.2157
381,pop,Julieta Venegas,Tiempo Suficiente,94.0,0.3085,0.1277,0.0426,0.0851
382,pop,Julieta Venegas,De mis pasos,62.0,0.5484,0.2419,0.0645,0.2097
383,pop,Julieta Venegas,De Qué Me Sirve,49.0,0.449,0.2245,0.0816,0.1429
384,pop,Julieta Venegas,Debajo de Mi Lengua,49.0,0.4694,0.3061,0.0612,0.102
385,pop,Julieta Venegas,Donde Quiero Estar,37.0,0.4054,0.2162,0.027,0.1081
386,pop,Julieta Venegas,Ese Camino,67.0,0.5821,0.2239,0.0448,0.194
387,pop,Julieta Venegas,La Nostalgia,54.0,0.7222,0.2778,0.0926,0.2963
388,pop,Julieta Venegas,Lo Que Tu Me Das,29.0,0.7586,0.3793,0.0,0.2414
389,pop,Camila,Mientes,72.0,0.5972,0.3611,0.0417,0.1806
390,pop,Camila,Todo Cambió,66.0,0.5,0.2424,0.0455,0.1061
391,pop,Camila,Aléjate de Mí,112.0,0.4107,0.2054,0.0179,0.1071
392,pop,Camila,Solo Para Ti,38.0,0.7105,0.3684,0.0263,0.1842
393,pop,Camila,Coleccionista de Canciones,93.0,0.5484,0.1613,0.086,0.2258
394,pop,Camila,Bésame,63.0,0.4603,0.1905,0.0476,0.1746
395,pop,Camila,Perdón,70.0,0.7143,0.3286,0.0714,0.2571
396,pop,Camila,De Que Me Sirve La Vida,76.0,0.4737,0.2237,0.0526,0.1579
397,pop,Camila,Abrázame,92.0,0.337,0.1196,0.0543,0.1413
398,pop,Camila,De Mí,54.0,0.8519,0.5,0.037,0.1667
399,pop,Camila,En Mi Getsêmani,102.0,0.6471,0.1863,0.1471,0.2059
400,pop,Camila,Fugitivos,66.0,0.697,0.3333,0.0909,0.1818
401,pop,Camila,Nanga Ti Feo,80.0,0.2875,0.05,0.0625,0.0375
402,pop,Camila,Entre Tus Alas,64.0,0.5781,0.2812,0.0469,0.25
403,pop,Camila,Nueve Meses,101.0,0.6634,0.3366,0.0396,0.2178
404,pop,Camila,Decidiste Dejarme,72.0,0.6806,0.4306,0.0556,0.1806
405,pop,Camila,Dejarte de Amar,66.0,0.6061,0.3939,0.0152,0.1515
406,pop,Camila,picick,195.0,0.2974,0.1231,0.0256,0.0462
407,pop,Camila,Bésame,102.0,0.5686,0.0196,0.0588,0.1471
408,pop,Camila,Me Enamoro Sin Querer,58.0,0.5172,0.1724,0.0862,0.2241
409,pop,Camila,La Vida Entera (part. Marco Antonio Solís),58.0,0.7069,0.1207,0.2759,0.2759
410,pop,Camila,Volverte A Amar,63.0,0.5238,0.2698,0.0317,0.1587
411,pop,Camila,Que Me Faltas,44.0,0.5682,0.3636,0.0227,0.1136
412,pop,Camila,Te Confieso,64.0,0.625,0.3281,0.0781,0.125
413,pop,Camila,Dos Palabras,56.0,0.3214,0.1071,0.0536,0.0893
414,pop,Camila,Entre Tus Alas (feat. Colbie Caillat),123.0,0.6098,0.122,0.0163,0.1382
415,pop,Camila,Me Enseñaste A Odiar,88.0,0.4886,0.2273,0.0568,0.1705
416,pop,Camila,Cambiastes Mi Vida,81.0,0.4691,0.1235,0.0494,0.0988
417,pop,Camila,Contigo Quiero Estar,160.0,0.6812,0.2688,0.1188,0.2125
418,pop,Camila,Me Voy,43.0,0.6279,0.3721,0.0233,0.1395
419,pop,Camila,Perderte De Nuevo,71.0,0.5211,0.3239,0.0563,0.1127
420,pop,Camila,Yo Sin Tu Amor,50.0,0.5,0.28,0.02,0.18
421,pop,Camila,Amor Eterno,51.0,0.6863,0.2549,0.1961,0.1569
422,pop,Camila,De Venus,71.0,0.507,0.169,0.0563,0.2535
423,pop,Camila,Es Hora De Decir Adios,93.0,0.5914,0.3011,0.086,0.1613
424,pop,Camila,Estaré aquí para Ti,19.0,0.6842,0.4737,0.0526,0.1053
425,pop,Camila,Quédate,87.0,0.4598,0.2184,0.0575,0.1379
426,pop,Camila,Sólo Para Tí,36.0,0.6944,0.3889,0.0278,0.1944
427,pop,Camila,Me Basto,82.0,0.3902,0.2561,0.0,0.0732
428,pop,Camila,Mientes (Cover Audio),77.0,0.5974,0.3377,0.039,0.1818
429,pop,Camila,Solo Tu,42.0,0.7381,0.3095,0.119,0.1905
430,pop,Camila,Tú,43.0,0.7442,0.3721,0.093,0.2326
431,pop,Camila,Adicto al dolor,89.0,0.4831,0.1685,0.1124,0.1685
432,pop,Camila,Besos Robados,36.0,0.8056,0.3611,0.0,0.2778
433,pop,Camila,Cianuro y Miel,88.0,0.5682,0.1818,0.125,0.2386
434,pop,Camila,Dos Segundos,41.0,0.561,0.0976,0.1463,0.2439
435,pop,Camila,El Amor Lo Puede Todo,203.0,0.5074,0.1823,0.0739,0.1232
436,pop,Camila,Equivocada,81.0,0.5062,0.284,0.0617,0.1111
437,pop,Camila,Es Hora de Decir,93.0,0.6129,0.3226,0.086,0.1613
438,pop,Camila,Este Momento (part. Manuel Medrano),76.0,0.7763,0.3158,0.0921,0.2632
439,pop,MC Tini,Intensamente,122.0,0.5246,0.0738,0.041,0.1066
440,pop,MC Tini,Taça de Chandon,112.0,0.7589,0.0982,0.0982,0.0804
441,pop,RBD,Cerquita de Ti,98.0,0.3163,0.1531,0.0816,0.0306
442,pop,RBD,Rebelde,80.0,0.4,0.2125,0.025,0.1125
443,pop,RBD,Sálvame,89.0,0.3483,0.1236,0.0674,0.1124
444,pop,RBD,Solo Quédate En Silencio,89.0,0.4045,0.191,0.0562,0.1236
445,pop,RBD,Tras de Mí,97.0,0.3918,0.0928,0.0412,0.1443
446,pop,RBD,Ser O Parecer,118.0,0.4661,0.2458,0.0847,0.1356
447,pop,RBD,Este Corazón,83.0,0.4578,0.2048,0.0723,0.1566
448,pop,RBD,Y No Puedo Olvidarte,72.0,0.5833,0.2222,0.0417,0.2639
449,pop,RBD,Enséñame,91.0,0.4286,0.2088,0.0659,0.0659
450,pop,RBD,Nuestro Amor,46.0,0.3478,0.1522,0.087,0.0652
451,pop,RBD,Inalcanzable,87.0,0.4483,0.1494,0.0805,0.1149
452,pop,RBD,Aún Hay Algo,67.0,0.4328,0.194,0.1045,0.0896
453,pop,RBD,Cuando El Amor Se Acaba,98.0,0.4388,0.2041,0.051,0.1429
454,pop,RBD,Para Olvidarte de Mí,65.0,0.6,0.2615,0.0154,0.2769
455,pop,RBD,Cariño Mío,348.0,0.2126,0.0115,0.0,0.069
456,pop,RBD,Una Canción,64.0,0.5938,0.3125,0.0312,0.2188
457,pop,RBD,Adiós,86.0,0.5349,0.314,0.0233,0.1279
458,pop,RBD,Celestial,91.0,0.5495,0.2527,0.1099,0.1538
459,pop,RBD,I Wanna Be The Rain,291.0,0.2268,0.0,0.0069,0.0241
460,pop,RBD,A Tu Lado,80.0,0.35,0.1,0.0625,0.175
461,pop,RBD,Otro Día Que Va,74.0,0.5,0.2703,0.0135,0.1622
462,pop,RBD,Tenerte y Quererte,109.0,0.3211,0.1651,0.055,0.0917
463,pop,RBD,¿Qué Hay Detrás?,52.0,0.5,0.2308,0.0577,0.1923
464,pop,RBD,Qué Fue Del Amor,120.0,0.25,0.1083,0.025,0.0833
465,pop,RBD,Empezar Desde Cero,90.0,0.5222,0.3,0.0556,0.1556
466,pop,RBD,Me Voy,93.0,0.5484,0.2258,0.086,0.1613
467,pop,RBD,Fui La Niña,65.0,0.3538,0.2462,0.0462,0.0615
468,pop,RBD,Hoy Que Te Vas,47.0,0.5319,0.2979,0.0426,0.1702
469,pop,RBD,No Pares,93.0,0.4301,0.1935,0.0323,0.1613
470,pop,RBD,Un Poco de Tu Amor,69.0,0.3623,0.1449,0.0435,0.1304
471,pop,RBD,Tu Amor,298.0,0.2617,0.0101,0.0067,0.047
472,pop,RBD,Santa No Soy,123.0,0.2927,0.1382,0.0163,0.0569
473,pop,RBD,Bésame Sin Miedo,91.0,0.2967,0.1648,0.022,0.0879
474,pop,RBD,Siempre He Estado Aquí,54.0,0.7407,0.3519,0.0556,0.2222
475,pop,RBD,Así Soy Yo,109.0,0.5688,0.2569,0.0642,0.156
476,pop,RBD,Tal Vez Después,110.0,0.3545,0.1818,0.0182,0.1273
477,pop,RBD,Quisiera Ser,80.0,0.4,0.175,0.0,0.1375
478,pop,RBD,Algún Día,69.0,0.5072,0.2464,0.058,0.0725
479,pop,RBD,Dame,148.0,0.3108,0.0811,0.0541,0.1284
480,pop,RBD,Feliz Cumpleaños,88.0,0.3636,0.1364,0.0455,0.0909
481,pop,RBD,Quizá,61.0,0.5738,0.3115,0.0492,0.1803
482,pop,RBD,Futuro Ex-novio,78.0,0.4487,0.2308,0.0513,0.1538
483,pop,RBD,S.H.E.A.,53.0,0.7358,0.3585,0.0566,0.2264
484,pop,RBD,Fuego,93.0,0.4301,0.2043,0.0538,0.1505
485,pop,RBD,Me Cansé,93.0,0.3871,0.2151,0.0323,0.129
486,pop,RBD,Era La Musica,300.0,0.31,0.0167,0.0,0.0233
487,pop,RBD,El Regalo Más Grande (part. Tiziano Ferro),122.0,0.5738,0.2541,0.1311,0.1639
488,pop,RBD,Wanna Play,399.0,0.2506,0.005,0.01,0.0276
489,pop,RBD,Aburrida y Sola,102.0,0.4412,0.1667,0.0882,0.0882
490,pop,RBD,El Mundo Detrás,70.0,0.5714,0.2429,0.0429,0.2
491,pop,Danna Paola,Flor Que Da Fulgor,15.0,0.9333,0.4,0.1333,0.3333
492,pop,Danna Paola,Veo En Ti La Luz (part. Chayanne),58.0,0.5172,0.2241,0.1034,0.2241
493,pop,Danna Paola,Cuándo Empezaré a Vivir,61.0,0.9016,0.4098,0.0164,0.3607
494,pop,Danna Paola,XT4S1S,231.0,0.2727,0.0736,0.0173,0.0823
495,pop,Danna Paola,Tenemos Que Hablar,83.0,0.5181,0.253,0.0602,0.1928
496,pop,Danna Paola,Mundo de Caramelo,182.0,0.3352,0.0604,0.0879,0.1374
497,pop,Danna Paola,Mala Fama,93.0,0.4946,0.1613,0.086,0.1505
498,pop,Danna Paola,1Trago,128.0,0.3594,0.1562,0.0391,0.0703
499,pop,Danna Paola,No Es Cierto (part. Noel Schajris),65.0,0.4308,0.1692,0.1077,0.1231
500,pop,Danna Paola,Amor Ordinario,86.0,0.6628,0.2674,0.093,0.186
501,pop,Danna Paola,Mala Fama (remix) (part. Greeicy),91.0,0.5055,0.2088,0.0659,0.1538
502,pop,Danna Paola,A Un Beso,115.0,0.5043,0.1043,0.0435,0.1391
503,pop,Danna Paola,Dos Extraños,82.0,0.5732,0.2683,0.0854,0.1829
504,pop,Danna Paola,El Primer Día Sin Ti,141.0,0.4752,0.1277,0.0638,0.234
505,pop,Danna Paola,Los Papás de Mis Papitos,65.0,0.3538,0.0923,0.0769,0.1538
506,pop,Danna Paola,Know Me Too Well (feat. New Hope Club),352.0,0.2585,0.0256,0.0,0.0398
507,pop,Danna Paola,TQ Y YA,89.0,0.573,0.1798,0.0562,0.191
508,pop,Danna Paola,"Me, Myself (feat. MIKA)",147.0,0.5578,0.0612,0.0068,0.0748
509,pop,Danna Paola,Sodio,118.0,0.4492,0.2034,0.0508,0.1356
510,pop,Danna Paola,Viaje A La Luz,60.0,0.85,0.3,0.15,0.35
511,pop,Danna Paola,Calla Tú,64.0,0.6875,0.3438,0.0469,0.1562
512,pop,Danna Paola,El Baile de Los Pajaritos,135.0,0.2667,0.1185,0.037,0.0889
513,pop,Danna Paola,La Chica Ye Ye,116.0,0.2241,0.0603,0.0345,0.069
514,pop,Danna Paola,Mañana,56.0,0.375,0.2143,0.0357,0.0893
515,pop,Danna Paola,Mi Dulce Niño,129.0,0.2558,0.093,0.0388,0.0853
516,pop,Danna Paola,No Bailes Sola (part. Sebastián Yatra),95.0,0.5789,0.2632,0.0526,0.1895
517,pop,Danna Paola,Oye Pablo,106.0,0.4906,0.1698,0.0472,0.1038
518,pop,Danna Paola,¿Dónde Estabas Tu?,93.0,0.4301,0.172,0.0538,0.1398
519,pop,Danna Paola,María Belén (part. Rabanitos Verdes),98.0,0.3469,0.0714,0.0612,0.102
520,pop,Danna Paola,Y Ahora Qué,87.0,0.4483,0.1609,0.0,0.1724
521,pop,Danna Paola,Hasta Vencer,125.0,0.376,0.184,0.048,0.128
522,pop,Danna Paola,Subtitulos (part. Lasso),117.0,0.359,0.1966,0.0171,0.1111
523,pop,Danna Paola,T.A.C.O.,136.0,0.4118,0.2059,0.0441,0.1029
524,pop,Danna Paola,Idiota (part. Morat),149.0,0.396,0.2013,0.0268,0.1409
525,pop,Danna Paola,Kaprichosa,152.0,0.5395,0.1118,0.0724,0.1842
526,pop,Danna Paola,El Carrusel de La Esperanza,141.0,0.2482,0.078,0.0567,0.0993
527,pop,Danna Paola,Las Divinas,82.0,0.4146,0.1585,0.0732,0.0976
528,pop,Danna Paola,Late Mi Corazón,118.0,0.1949,0.0339,0.0508,0.0593
529,pop,Danna Paola,Mariposa y Sol,65.0,0.5385,0.2,0.1077,0.2
530,pop,Danna Paola,Mi Globo Azul,97.0,0.4536,0.1959,0.0412,0.1134
531,pop,Danna Paola,Nada (part. Cali Y El Dandee),144.0,0.5486,0.25,0.0417,0.1181
532,pop,Danna Paola,No Puedo Olvidarlo,59.0,0.8475,0.4407,0.1186,0.2034
533,pop,Danna Paola,Pintando El Amor (part. Eleazar Gómez),91.0,0.5934,0.2637,0.0549,0.2088
534,pop,Danna Paola,Puros Palos Dan,75.0,0.6933,0.2133,0.0933,0.28
535,pop,Danna Paola,Sola,101.0,0.6733,0.2277,0.0495,0.2277
536,pop,Danna Paola,tqum (part. Sofía Reyes),142.0,0.4366,0.1901,0.0493,0.1056
537,pop,Danna Paola,Valientes,90.0,0.6556,0.2222,0.0889,0.2111
538,pop,Danna Paola,Alcanzar Una Estrella (part. Mariana Garza),86.0,0.5581,0.1279,0.0581,0.2558
539,pop,Danna Paola,Azul Como El Cielo (part. Tatiana),122.0,0.5082,0.1639,0.1066,0.2049
540,pop,Danna Paola,Huesito de Chabacano,96.0,0.2292,0.0521,0.0833,0.0938
541,pop,aitana,+ (más) (acústico),148.0,0.5608,0.277,0.0811,0.1622
542,pop,aitana,+ (más) (part,162.0,0.5679,0.2716,0.1049,0.1605
543,pop,aitana,11 razones,127.0,0.5433,0.3228,0.0394,0.1102
544,pop,aitana,= (igual),63.0,0.5238,0.3492,0.0317,0.0794
545,pop,aitana,a la calle,91.0,0.5275,0.2637,0.0659,0.1978
546,pop,aitana,arde,82.0,0.4634,0.0976,0.0976,0.1707
547,pop,aitana,aunque no sea conmigo (part,80.0,0.575,0.2375,0.0625,0.1625
548,pop,aitana,bang bang (operación triunfo 2017),234.0,0.4231,0.0043,0.0085,0.0342
549,pop,aitana,barro y hielo,38.0,0.7895,0.2368,0.1842,0.3421
550,pop,aitana,berlín,108.0,0.3889,0.1759,0.0185,0.0833
551,pop,aitana,can't stop the feeling! (operación triunfo 2017),318.0,0.2799,0.0094,0.0094,0.044
552,pop,aitana,chandelier,202.0,0.3317,0.005,0.005,0.0347
553,pop,aitana,chas! y aparezco a tu lado,71.0,0.5634,0.2113,0.0704,0.1972
554,pop,aitana,chasing pavements (operación triunfo 2017),176.0,0.4034,0.0057,0.0,0.0682
555,pop,aitana,cheap thrills (operación triunfo 2017),259.0,0.1969,0.0077,0.0077,0.0541
556,pop,aitana,coldplay (part,165.0,0.5697,0.303,0.0667,0.1394
557,pop,aitana,con la miel en los labios,96.0,0.6146,0.2604,0.0625,0.1979
558,pop,aitana,con las ganas (part,76.0,0.7368,0.3289,0.0921,0.25
559,pop,aitana,corazón sin vida (part,113.0,0.4513,0.2301,0.0354,0.1504
560,pop,aitana,cristal,113.0,0.3805,0.1504,0.0531,0.1239
561,pop,aitana,cuando te fuiste (part,82.0,0.4756,0.3293,0.0366,0.0732
562,pop,aitana,dormir (versión acústica),77.0,0.7013,0.4156,0.0519,0.1299
563,pop,aitana,dormir,90.0,0.6556,0.3778,0.0556,0.1111
564,pop,aitana,el cine (version acustica),115.0,0.5565,0.3043,0.0435,0.1217
565,pop,aitana,el cine,104.0,0.6154,0.3558,0.0577,0.1346
566,pop,aitana,el mismo sol (part,70.0,0.3,0.1286,0.0714,0.1
567,pop,aitana,el mundo entero (part,97.0,0.5773,0.2784,0.0928,0.1443
568,pop,aitana,el trece,112.0,0.4821,0.2054,0.0625,0.1786
569,pop,aitana,en el coche,63.0,0.5556,0.3492,0.0159,0.0635
570,pop,aitana,enemigos (part,127.0,0.3071,0.1417,0.0472,0.0551
571,pop,aitana,estupidez (part,103.0,0.5534,0.2621,0.0485,0.1942
572,pop,aitana,formentera (part,114.0,0.4649,0.2281,0.0351,0.1316
573,pop,aitana,friend de semana (part,188.0,0.5372,0.1383,0.0638,0.1223
574,pop,aitana,la última,70.0,0.6143,0.3143,0.0286,0.2143
575,pop,aitana,las babys,104.0,0.4231,0.0962,0.0481,0.1538
576,pop,aitana,las vegas,139.0,0.3453,0.1439,0.0144,0.0935
577,pop,aitana,let me love you (operación triunfo 2017),248.0,0.2419,0.004,0.004,0.0081
578,pop,aitana,lo malo (part,148.0,0.3243,0.1486,0.0338,0.0541
579,pop,aitana,lo malo (remix) (part,147.0,0.3469,0.1497,0.034,0.0544
580,pop,aitana,los ángeles,74.0,0.6351,0.3108,0.0811,0.1622
581,pop,aitana,miamor (part,97.0,0.6392,0.3299,0.0412,0.1649
582,pop,aitana,mon amour (remix) (part,179.0,0.6201,0.2346,0.0782,0.1564
583,pop,aitana,no puedo vivir sin ti (no hay manera) (part,44.0,0.7273,0.3409,0.0455,0.2273
584,pop,aitana,no te has ido y ya te extraño,109.0,0.5138,0.2752,0.0642,0.1376
585,pop,aitana,otra vez,69.0,0.6522,0.3333,0.0725,0.1449
586,pop,aitana,si no vas a volver,83.0,0.5542,0.2892,0.0361,0.1807
587,pop,aitana,teléfono (remix) (part,103.0,0.3981,0.165,0.0777,0.0971
588,pop,aitana,vas a quedarte,119.0,0.4622,0.2689,0.0504,0.1008
589,pop,aitana,÷ (dividido),118.0,0.339,0.2119,0.0339,0.0763
590,pop,arjona_ricardo,acompáñame a estar solo,101.0,0.5248,0.2277,0.0693,0.1386
591,pop,arjona_ricardo,amiga mía,88.0,0.6705,0.3295,0.0682,0.1818
592,pop,arjona_ricardo,amor de tele,66.0,0.803,0.2273,0.1364,0.2424
593,pop,arjona_ricardo,apague la luz y escuche,108.0,0.6204,0.2593,0.0648,0.25
594,pop,arjona_ricardo,asignatura pendiente,111.0,0.6126,0.1081,0.1081,0.1892
595,pop,arjona_ricardo,ayudame freud,149.0,0.6376,0.1812,0.1477,0.1879
596,pop,arjona_ricardo,buenas noches don david,167.0,0.6707,0.1796,0.1377,0.2096
597,pop,arjona_ricardo,carabelas,40.0,0.925,0.175,0.25,0.3
598,pop,arjona_ricardo,casa de locos,93.0,0.7097,0.1828,0.1183,0.2581
599,pop,arjona_ricardo,cavernícolas,117.0,0.6325,0.1624,0.1538,0.2308
600,pop,arjona_ricardo,como duele,108.0,0.6389,0.2222,0.1019,0.2315
601,pop,arjona_ricardo,cuándo,64.0,0.7188,0.3906,0.0938,0.2031
602,pop,arjona_ricardo,de vez en mes,104.0,0.6346,0.1731,0.1538,0.2596
603,pop,arjona_ricardo,desnuda,102.0,0.5784,0.2059,0.1078,0.2059
604,pop,arjona_ricardo,dime que no,95.0,0.5158,0.2,0.0947,0.1368
605,pop,arjona_ricardo,duele verte,144.0,0.6111,0.1944,0.1111,0.2569
606,pop,arjona_ricardo,el amor,114.0,0.6842,0.2632,0.0789,0.2281
607,pop,arjona_ricardo,el invisible,85.0,0.6706,0.2353,0.1294,0.2235
608,pop,arjona_ricardo,el problema,113.0,0.3274,0.2035,0.0265,0.0885
609,pop,arjona_ricardo,el taxista,149.0,0.8389,0.3154,0.1275,0.2953
610,pop,arjona_ricardo,en vida,106.0,0.8019,0.3208,0.1132,0.2736
611,pop,arjona_ricardo,fuiste tú (part,119.0,0.5714,0.2353,0.1008,0.1933
612,pop,arjona_ricardo,historia de taxi,150.0,0.84,0.3133,0.1267,0.2867
613,pop,arjona_ricardo,iluso,139.0,0.8058,0.3237,0.1079,0.295
614,pop,arjona_ricardo,jesus verbo no sustantivo,212.0,0.7594,0.2358,0.1226,0.283
